Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	BOS.39.13.2	BOS.42.10.2	BOS.42.11.2	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	BOS.39.13.2.Norm	BOS.42.10.2.Norm	BOS.42.11.2.Norm
MLF2_HUMAN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39.1279954621294	0	0
MLP3A_HUMAN	2	0	0	0	0	0	2	1	0	0	2	2	63.9084295163618	0	0	0	0	0	81.9307302555453	42.1634553341846	0	0	93.038013479059	72.5953599288299
MLP3B_HUMAN	2	1	1	1	2	3	2	1	0	1	2	2	63.9084295163618	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	94.8511786999098	81.9307302555453	42.1634553341846	0	39.1279954621294	93.038013479059	72.5953599288299
MLTK_HUMAN	1	1	1	1	1	1	1	1	0	0	1	1	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	20.2683540881614	31.6170595666366	40.9653651277727	42.1634553341846	0	0	46.5190067395295	36.2976799644149
MMAB_HUMAN	1	1	1	0	3	1	1	1	0	0	0	0	31.9542147581809	36.0383629807699	38.2711448745898	0	60.8050622644842	31.6170595666366	40.9653651277727	42.1634553341846	0	0	0	0
MMGT1_HUMAN	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	40.988088995534	0	31.6170595666366	40.9653651277727	42.1634553341846	0	0	46.5190067395295	0
MMP1_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2683540881614	0	0	0	0	0	0	0
MMP14_HUMAN	8	6	5	5	10	6	3	3	2	2	5	8	255.633718065447	216.23017788462	191.355724372949	204.94044497767	202.683540881614	189.70235739982	122.896095383318	126.490366002554	81.8827257382758	78.2559909242589	232.595033697647	290.381439715319
MMP2_HUMAN	4	0	2	2	7	0	1	2	1	4	2	5	127.816859032724	0	76.5422897491795	81.976177991068	141.87847861713	0	40.9653651277727	84.3269106683691	40.9413628691379	156.511981848518	93.038013479059	181.488399822075
MMSA_HUMAN	4	5	4	3	4	3	1	1	0	1	0	0	127.816859032724	180.19181490385	153.084579498359	122.964266986602	81.0734163526456	94.8511786999098	40.9653651277727	42.1634553341846	0	39.1279954621294	0	0
MND1_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
MOB1A_HUMAN	1	1	2	2	5	2	1	0	0	0	1	1	31.9542147581809	36.0383629807699	76.5422897491795	81.976177991068	101.341770440807	63.2341191332732	40.9653651277727	0	0	0	46.5190067395295	36.2976799644149
MOB1B_HUMAN	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	84.3269106683691	122.824088607414	39.1279954621294	0	0
MOC2B_HUMAN	1	1	1	1	2	1	1	1	0	1	1	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	42.1634553341846	0	39.1279954621294	46.5190067395295	0
MOCS3_HUMAN	0	0	1	0	0	0	1	0	0	0	0	0	0	0	38.2711448745898	0	0	0	40.9653651277727	0	0	0	0	0
MOES_HUMAN	56	47	48	40	79	48	46	51	39	53	47	52	1789.43602645813	1693.80306009619	1837.01495398031	1639.52355982136	1601.19997296475	1517.61885919856	1884.40679587754	2150.33622204341	1596.71315189638	2073.78375949286	2186.39331675789	1887.47935814958
MOGS_HUMAN	4	12	7	3	12	8	8	4	7	2	0	3	127.816859032724	432.460355769239	267.898014122128	122.964266986602	243.220249057937	252.936476533093	327.722921022181	168.653821336738	286.589540083965	78.2559909242589	0	108.893039893245
MON1B_HUMAN	1	0	0	1	0	0	1	0	1	0	0	0	31.9542147581809	0	0	40.988088995534	0	0	40.9653651277727	0	40.9413628691379	0	0	0
MOT1_HUMAN	2	4	1	4	3	3	1	2	0	0	0	0	63.9084295163618	144.15345192308	38.2711448745898	163.952355982136	60.8050622644842	94.8511786999098	40.9653651277727	84.3269106683691	0	0	0	0
MOT2_HUMAN	1	0	0	0	0	0	1	0	0	0	0	0	31.9542147581809	0	0	0	0	0	40.9653651277727	0	0	0	0	0
MOT4_HUMAN	0	0	2	1	2	1	1	1	1	0	1	0	0	0	76.5422897491795	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	0	46.5190067395295	0
MOV10_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
MOXD1_HUMAN	3	1	2	1	6	5	4	1	2	2	1	3	95.8626442745427	36.0383629807699	76.5422897491795	40.988088995534	121.610124528968	158.085297833183	163.861460511091	42.1634553341846	81.8827257382758	78.2559909242589	46.5190067395295	108.893039893245
MP2K1_HUMAN	8	4	5	7	15	7	3	0	6	0	0	0	255.633718065447	144.15345192308	191.355724372949	286.916622968738	304.025311322421	221.319416966456	122.896095383318	0	245.648177214827	0	0	0
MP2K2_HUMAN	11	5	7	6	17	7	7	5	5	8	7	7	351.49636233999	180.19181490385	267.898014122128	245.928533973204	344.562019498744	221.319416966456	286.757555894409	210.817276670923	204.706814345689	313.023963697036	325.633047176706	254.083759750905
MP2K3_HUMAN	2	2	1	2	1	3	1	1	0	1	0	0	63.9084295163618	72.0767259615399	38.2711448745898	81.976177991068	20.2683540881614	94.8511786999098	40.9653651277727	42.1634553341846	0	39.1279954621294	0	0
MP2K4_HUMAN	3	2	1	2	2	1	2	2	3	0	0	0	95.8626442745427	72.0767259615399	38.2711448745898	81.976177991068	40.5367081763228	31.6170595666366	81.9307302555453	84.3269106683691	122.824088607414	0	0	0
MPCP_HUMAN	10	9	5	11	14	11	5	5	7	4	6	5	319.542147581809	324.34526682693	191.355724372949	450.868978950874	283.75695723426	347.787655233003	204.826825638863	210.817276670923	286.589540083965	156.511981848518	279.114040437177	181.488399822075
MPI_HUMAN	4	3	3	1	2	4	3	1	1	0	0	1	127.816859032724	108.11508894231	114.813434623769	40.988088995534	40.5367081763228	126.468238266546	122.896095383318	42.1634553341846	40.9413628691379	0	0	36.2976799644149
MPLKI_HUMAN	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	40.988088995534	0	31.6170595666366	0	0	0	0	0	0
MPP6_HUMAN	3	1	0	2	2	6	1	1	2	1	2	1	95.8626442745427	36.0383629807699	0	81.976177991068	40.5367081763228	189.70235739982	40.9653651277727	42.1634553341846	81.8827257382758	39.1279954621294	93.038013479059	36.2976799644149
MPPA_HUMAN	2	1	3	4	4	3	3	2	1	1	1	0	63.9084295163618	36.0383629807699	114.813434623769	163.952355982136	81.0734163526456	94.8511786999098	122.896095383318	84.3269106683691	40.9413628691379	39.1279954621294	46.5190067395295	0
MPPB_HUMAN	2	2	3	2	3	1	2	1	0	1	0	0	63.9084295163618	72.0767259615399	114.813434623769	81.976177991068	60.8050622644842	31.6170595666366	81.9307302555453	42.1634553341846	0	39.1279954621294	0	0
MPRD_HUMAN	1	1	1	2	4	2	3	1	2	1	1	3	31.9542147581809	36.0383629807699	38.2711448745898	81.976177991068	81.0734163526456	63.2341191332732	122.896095383318	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	108.893039893245
MPRI_HUMAN	13	7	7	8	50	20	12	9	9	16	11	24	415.404791856352	252.26854086539	267.898014122128	327.904711964272	1013.41770440807	632.341191332732	491.584381533272	379.471098007661	368.472265822241	626.047927394071	511.709074134824	871.144319145958
MPRI_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
MPRIP_HUMAN	18	22	14	17	33	21	11	9	14	12	15	13	575.175865647256	792.843985576939	535.796028244257	696.797512924078	668.855684909326	663.958250899369	450.619016405499	379.471098007661	573.17908016793	469.535945545553	697.785101092942	471.869839537394
MPU1_HUMAN	1	0	0	0	1	1	1	0	1	0	0	0	31.9542147581809	0	0	0	20.2683540881614	31.6170595666366	40.9653651277727	0	40.9413628691379	0	0	0
MPZL1_HUMAN	2	2	1	2	7	0	1	3	3	2	1	2	63.9084295163618	72.0767259615399	38.2711448745898	81.976177991068	141.87847861713	0	40.9653651277727	126.490366002554	122.824088607414	78.2559909242589	46.5190067395295	72.5953599288299
MRC2_HUMAN	18	23	19	21	37	27	18	21	19	18	9	22	575.175865647256	828.882348557709	727.151752617205	860.749868906214	749.929101261972	853.660608299188	737.376572299908	885.432562017876	777.88589451362	704.30391831833	418.671060655765	798.548959217128
MRCKA_HUMAN	0	1	0	2	1	4	2	0	0	0	0	0	0	36.0383629807699	0	81.976177991068	20.2683540881614	126.468238266546	81.9307302555453	0	0	0	0	0
MRCKB_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.988088995534	0	0	0	0	0	0	0	0
MRE11_HUMAN	4	1	1	1	2	4	0	3	0	0	2	2	127.816859032724	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	126.468238266546	0	126.490366002554	0	0	93.038013479059	72.5953599288299
MRP1_HUMAN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.988088995534	0	0	0	0	0	0	0	0
MRRP1_HUMAN	2	0	0	1	0	0	0	0	0	0	0	0	63.9084295163618	0	0	40.988088995534	0	0	0	0	0	0	0	0
MRT4_HUMAN	1	1	1	1	1	1	1	0	1	0	1	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	20.2683540881614	31.6170595666366	40.9653651277727	0	40.9413628691379	0	46.5190067395295	0
MRVI1_HUMAN	1	1	3	0	4	1	2	1	0	1	1	1	31.9542147581809	36.0383629807699	114.813434623769	0	81.0734163526456	31.6170595666366	81.9307302555453	42.1634553341846	0	39.1279954621294	46.5190067395295	36.2976799644149
MSRA_HUMAN	1	1	0	0	2	0	0	0	0	1	1	2	31.9542147581809	36.0383629807699	0	0	40.5367081763228	0	0	0	0	39.1279954621294	46.5190067395295	72.5953599288299
MSRB3_HUMAN	5	1	3	0	3	4	2	2	3	3	5	3	159.771073790904	36.0383629807699	114.813434623769	0	60.8050622644842	126.468238266546	81.9307302555453	84.3269106683691	122.824088607414	117.383986386388	232.595033697647	108.893039893245
MSS4_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36.2976799644149
MSTO1_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
MTA2_HUMAN	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	40.988088995534	0	0	0	84.3269106683691	0	0	0	0
MTA3_HUMAN	1	0	0	1	0	1	1	0	0	0	1	0	31.9542147581809	0	0	40.988088995534	0	31.6170595666366	40.9653651277727	0	0	0	46.5190067395295	0
MTAP_HUMAN	4	4	3	3	10	5	4	3	3	2	6	2	127.816859032724	144.15345192308	114.813434623769	122.964266986602	202.683540881614	158.085297833183	163.861460511091	126.490366002554	122.824088607414	78.2559909242589	279.114040437177	72.5953599288299
MTAP2_HUMAN	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	20.2683540881614	0	0	42.1634553341846	0	39.1279954621294	0	36.2976799644149
MTCH1_HUMAN	0	2	0	2	1	1	1	1	1	0	1	0	0	72.0767259615399	0	81.976177991068	20.2683540881614	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	0	46.5190067395295	0
MTCH2_HUMAN	7	10	13	13	15	8	9	5	7	6	7	6	223.679503307266	360.383629807699	497.524883369667	532.845156941942	304.025311322421	252.936476533093	368.688286149954	210.817276670923	286.589540083965	234.767972772777	325.633047176706	217.78607978649
MTCL1_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9413628691379	0	0	0
MTDC_HUMAN	2	1	0	2	1	1	0	2	0	3	1	4	63.9084295163618	36.0383629807699	0	81.976177991068	20.2683540881614	31.6170595666366	0	84.3269106683691	0	117.383986386388	46.5190067395295	145.19071985766
MTMR2_HUMAN	0	1	1	2	1	0	1	1	0	0	0	0	0	36.0383629807699	38.2711448745898	81.976177991068	20.2683540881614	0	40.9653651277727	42.1634553341846	0	0	0	0
MTMR5_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
MTMR6_HUMAN	1	2	2	2	3	1	2	0	1	0	0	0	31.9542147581809	72.0767259615399	76.5422897491795	81.976177991068	60.8050622644842	31.6170595666366	81.9307302555453	0	40.9413628691379	0	0	0
MTMR9_HUMAN	1	0	2	0	0	1	0	1	1	0	0	0	31.9542147581809	0	76.5422897491795	0	0	31.6170595666366	0	42.1634553341846	40.9413628691379	0	0	0
MTNA_HUMAN	1	2	1	1	3	2	3	3	0	0	1	0	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	60.8050622644842	63.2341191332732	122.896095383318	126.490366002554	0	0	46.5190067395295	0
MTND_HUMAN	2	2	0	2	1	1	0	0	1	2	2	4	63.9084295163618	72.0767259615399	0	81.976177991068	20.2683540881614	31.6170595666366	0	0	40.9413628691379	78.2559909242589	93.038013479059	145.19071985766
MTPN_HUMAN	9	8	5	3	11	8	7	9	5	8	9	8	287.587932823628	288.30690384616	191.355724372949	122.964266986602	222.951894969775	252.936476533093	286.757555894409	379.471098007661	204.706814345689	313.023963697036	418.671060655765	290.381439715319
MTX1_HUMAN	2	2	3	1	3	2	2	1	2	1	0	0	63.9084295163618	72.0767259615399	114.813434623769	40.988088995534	60.8050622644842	63.2341191332732	81.9307302555453	42.1634553341846	81.8827257382758	39.1279954621294	0	0
MTX2_HUMAN	3	2	0	1	2	1	3	0	1	1	2	1	95.8626442745427	72.0767259615399	0	40.988088995534	40.5367081763228	31.6170595666366	122.896095383318	0	40.9413628691379	39.1279954621294	93.038013479059	36.2976799644149
MUC16_HUMAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1634553341846	0	0	0	0
MUC18_HUMAN	14	6	7	5	17	12	4	3	9	7	5	11	447.359006614532	216.23017788462	267.898014122128	204.94044497767	344.562019498744	379.404714799639	163.861460511091	126.490366002554	368.472265822241	273.895968234906	232.595033697647	399.274479608564
MUTA_HUMAN	1	2	1	1	0	0	0	0	1	0	0	0	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	0	0	0	0	40.9413628691379	0	0	0
MVD1_HUMAN	1	0	0	0	1	1	1	0	0	0	0	0	31.9542147581809	0	0	0	20.2683540881614	31.6170595666366	40.9653651277727	0	0	0	0	0
MVP_HUMAN	16	17	17	13	33	19	8	10	15	14	9	14	511.267436130894	612.652170673089	650.609462868026	532.845156941942	668.855684909326	600.724131766096	327.722921022181	421.634553341846	614.120443037068	547.791936469812	418.671060655765	508.167519501809
MXRA5_HUMAN	5	2	1	4	0	1	0	0	0	0	0	0	159.771073790904	72.0767259615399	38.2711448745898	163.952355982136	0	31.6170595666366	0	0	0	0	0	0
MXRA7_HUMAN	1	1	2	3	1	2	2	0	1	1	0	0	31.9542147581809	36.0383629807699	76.5422897491795	122.964266986602	20.2683540881614	63.2341191332732	81.9307302555453	0	40.9413628691379	39.1279954621294	0	0
MXRA8_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
MY18A_HUMAN	3	2	3	4	2	4	2	1	5	0	0	0	95.8626442745427	72.0767259615399	114.813434623769	163.952355982136	40.5367081763228	126.468238266546	81.9307302555453	42.1634553341846	204.706814345689	0	0	0
MYADM_HUMAN	6	3	3	3	6	4	4	3	3	0	2	2	191.725288549085	108.11508894231	114.813434623769	122.964266986602	121.610124528968	126.468238266546	163.861460511091	126.490366002554	122.824088607414	0	93.038013479059	72.5953599288299
MYCB2_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
MYCT_HUMAN	2	0	0	0	0	1	0	0	0	0	0	0	63.9084295163618	0	0	0	0	31.6170595666366	0	0	0	0	0	0
MYD88_HUMAN	0	1	0	2	0	0	0	0	1	0	0	0	0	36.0383629807699	0	81.976177991068	0	0	0	0	40.9413628691379	0	0	0
MYDGF_HUMAN	5	2	3	3	9	3	4	4	4	4	4	6	159.771073790904	72.0767259615399	114.813434623769	122.964266986602	182.415186793453	94.8511786999098	163.861460511091	168.653821336738	163.765451476552	156.511981848518	186.076026958118	217.78607978649
MYG1_HUMAN	1	4	1	3	4	2	4	6	4	1	2	3	31.9542147581809	144.15345192308	38.2711448745898	122.964266986602	81.0734163526456	63.2341191332732	163.861460511091	252.980732005107	163.765451476552	39.1279954621294	93.038013479059	108.893039893245
MYH1_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
MYH10_HUMAN	227	345	283	290	413	260	199	211	242	120	110	114	7253.60675010706	12433.2352283656	10830.7339995089	11886.5458087049	8370.83023841066	8220.43548732552	8152.10766042676	8896.48907551294	9907.80981433137	4695.35945545553	5117.09074134824	4137.9355159433
MYH11_HUMAN	106	197	138	165	157	125	81	78	103	37	23	33	3387.14676436717	7099.55750721168	5281.41799269339	6763.03468426311	3182.13159184134	3952.13244582958	3318.19457534959	3288.7495160664	4216.9603755212	1447.73583209879	1069.93715500918	1197.82343882569
MYH14_HUMAN	0	24	24	22	14	20	0	16	15	9	0	0	0	864.920711538479	918.507476990154	901.737957901748	283.75695723426	632.341191332732	0	674.615285346953	614.120443037068	352.151959159165	0	0
MYH9_HUMAN	405	685	501	570	797	502	375	411	462	215	214	211	12941.4569770633	24686.2786418274	19173.8435821695	23363.2107274544	16153.8782082646	15871.7639024516	15362.0119229147	17329.1801423499	18914.9096455417	8412.51902435783	9955.06744225931	7658.81047249155
MYL4_HUMAN	9	7	8	6	7	5	4	4	5	8	7	8	287.587932823628	252.26854086539	306.169158996718	245.928533973204	141.87847861713	158.085297833183	163.861460511091	168.653821336738	204.706814345689	313.023963697036	325.633047176706	290.381439715319
MYL6_HUMAN	77	77	73	60	100	77	60	71	61	78	66	80	2460.47453637993	2774.95394951929	2793.79357584505	2459.28533973204	2026.83540881614	2434.51358663102	2457.92190766636	2993.6053287271	2497.42313501741	3051.9836460461	3070.25444480895	2903.81439715319
MYL6B_HUMAN	31	0	33	26	0	0	21	32	0	0	0	33	990.580657503608	0	1262.94778086146	1065.69031388388	0	0	860.272667683226	1349.23057069391	0	0	0	1197.82343882569
MYL9_HUMAN	45	33	37	28	53	40	24	30	34	50	36	44	1437.93966411814	1189.26597836541	1416.03236035982	1147.66649187495	1074.22276667255	1264.68238266546	983.168763066544	1264.90366002554	1392.00633755069	1956.39977310647	1674.68424262306	1597.09791843426
MYLK_HUMAN	23	29	32	26	44	30	24	27	32	14	15	13	734.94693943816	1045.11252644233	1224.67663598687	1065.69031388388	891.807579879102	948.511786999098	983.168763066544	1138.41329402298	1310.12361181241	547.791936469812	697.785101092942	471.869839537394
MYO1B_HUMAN	9	17	14	15	28	23	15	16	14	2	6	6	287.587932823628	612.652170673089	535.796028244257	614.82133493301	567.513914468519	727.192370032642	614.48047691659	674.615285346953	573.17908016793	78.2559909242589	279.114040437177	217.78607978649
MYO1C_HUMAN	13	40	33	35	52	39	30	29	28	15	15	16	415.404791856352	1441.5345192308	1262.94778086146	1434.58311484369	1053.95441258439	1233.06532309883	1228.96095383318	1222.74020469135	1146.35816033586	586.919931931942	697.785101092942	580.762879430639
MYO1D_HUMAN	17	39	32	38	35	31	25	22	25	7	7	8	543.221650889075	1405.49615625003	1224.67663598687	1557.54738183029	709.392393085649	980.128846565735	1024.13412819432	927.59601735206	1023.53407172845	273.895968234906	325.633047176706	290.381439715319
MYO1E_HUMAN	6	9	5	7	8	10	4	6	6	1	0	0	191.725288549085	324.34526682693	191.355724372949	286.916622968738	162.146832705291	316.170595666366	163.861460511091	252.980732005107	245.648177214827	39.1279954621294	0	0
MYO6_HUMAN	4	5	9	9	6	8	7	2	5	0	0	0	127.816859032724	180.19181490385	344.440303871308	368.892800959806	121.610124528968	252.936476533093	286.757555894409	84.3269106683691	204.706814345689	0	0	0
MYO9B_HUMAN	0	1	0	1	0	2	0	0	0	0	0	0	0	36.0383629807699	0	40.988088995534	0	63.2341191332732	0	0	0	0	0	0
MYOF_HUMAN	11	41	27	30	19	27	19	11	20	7	10	16	351.49636233999	1477.57288221157	1033.32091161392	1229.64266986602	385.098727675067	853.660608299188	778.34193742768	463.79800867603	818.827257382758	273.895968234906	465.190067395295	580.762879430639
MYOME_HUMAN	1	1	0	0	0	0	0	0	0	0	0	0	31.9542147581809	36.0383629807699	0	0	0	0	0	0	0	0	0	0
MYPT1_HUMAN	15	15	10	8	20	13	8	8	16	13	13	16	479.313221372713	540.575444711549	382.711448745898	327.904711964272	405.367081763228	411.021774366276	327.722921022181	337.307642673477	655.061805906206	508.663941007683	604.747087613883	580.762879430639
MYPT2_HUMAN	1	0	2	1	2	1	3	0	1	0	0	1	31.9542147581809	0	76.5422897491795	40.988088995534	40.5367081763228	31.6170595666366	122.896095383318	0	40.9413628691379	0	0	36.2976799644149
N4BP1_HUMAN	0	1	0	1	0	1	0	0	0	0	0	0	0	36.0383629807699	0	40.988088995534	0	31.6170595666366	0	0	0	0	0	0
NAA10_HUMAN	2	2	3	3	3	4	2	2	1	3	2	2	63.9084295163618	72.0767259615399	114.813434623769	122.964266986602	60.8050622644842	126.468238266546	81.9307302555453	84.3269106683691	40.9413628691379	117.383986386388	93.038013479059	72.5953599288299
NAA15_HUMAN	1	1	0	1	2	3	1	0	0	0	0	0	31.9542147581809	36.0383629807699	0	40.988088995534	40.5367081763228	94.8511786999098	40.9653651277727	0	0	0	0	0
NAA25_HUMAN	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	42.1634553341846	40.9413628691379	0	0	0
NAA50_HUMAN	2	2	0	1	2	2	1	1	1	1	1	1	63.9084295163618	72.0767259615399	0	40.988088995534	40.5367081763228	63.2341191332732	40.9653651277727	42.1634553341846	40.9413628691379	39.1279954621294	46.5190067395295	36.2976799644149
NACAM_HUMAN	7	4	3	2	14	7	3	6	6	7	7	10	223.679503307266	144.15345192308	114.813434623769	81.976177991068	283.75695723426	221.319416966456	122.896095383318	252.980732005107	245.648177214827	273.895968234906	325.633047176706	362.976799644149
NACP1_HUMAN	0	0	0	0	4	0	2	0	0	0	3	4	0	0	0	0	81.0734163526456	0	81.9307302555453	0	0	0	139.557020218588	145.19071985766
NADC_HUMAN	0	0	1	0	0	0	3	0	1	0	0	0	0	0	38.2711448745898	0	0	0	122.896095383318	0	40.9413628691379	0	0	0
NADE_HUMAN	2	1	3	1	2	2	2	3	0	0	0	0	63.9084295163618	36.0383629807699	114.813434623769	40.988088995534	40.5367081763228	63.2341191332732	81.9307302555453	126.490366002554	0	0	0	0
NAGA_HUMAN	3	1	1	2	2	0	1	2	0	0	0	0	95.8626442745427	36.0383629807699	38.2711448745898	81.976177991068	40.5367081763228	0	40.9653651277727	84.3269106683691	0	0	0	0
NAGAB_HUMAN	12	12	9	8	24	11	10	10	9	4	9	12	383.450577098171	432.460355769239	344.440303871308	327.904711964272	486.440498115874	347.787655233003	409.653651277727	421.634553341846	368.472265822241	156.511981848518	418.671060655765	435.572159572979
NAGK_HUMAN	12	13	11	10	23	9	9	5	8	7	7	7	383.450577098171	468.498718750009	420.982593620487	409.88088995534	466.172144027712	284.553536099729	368.688286149954	210.817276670923	327.530902953103	273.895968234906	325.633047176706	254.083759750905
NAGPA_HUMAN	1	0	0	0	2	0	0	0	0	0	0	1	31.9542147581809	0	0	0	40.5367081763228	0	0	0	0	0	0	36.2976799644149
NAKD2_HUMAN	2	2	1	2	2	3	3	4	2	1	0	1	63.9084295163618	72.0767259615399	38.2711448745898	81.976177991068	40.5367081763228	94.8511786999098	122.896095383318	168.653821336738	81.8827257382758	39.1279954621294	0	36.2976799644149
NALCN_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	31.9542147581809	0	0	0	0	0	0	0	0	0	0	0
NAMPT_HUMAN	6	2	1	1	9	4	2	3	0	0	0	1	191.725288549085	72.0767259615399	38.2711448745898	40.988088995534	182.415186793453	126.468238266546	81.9307302555453	126.490366002554	0	0	0	36.2976799644149
NARFL_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
NASP_HUMAN	1	1	0	0	2	1	0	0	1	0	0	0	31.9542147581809	36.0383629807699	0	0	40.5367081763228	31.6170595666366	0	0	40.9413628691379	0	0	0
NAT14_HUMAN	1	1	1	1	1	0	1	0	1	0	0	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	20.2683540881614	0	40.9653651277727	0	40.9413628691379	0	0	0
NAV1_HUMAN	1	0	1	0	1	0	3	0	0	0	0	0	31.9542147581809	0	38.2711448745898	0	20.2683540881614	0	122.896095383318	0	0	0	0	0
NB5R1_HUMAN	2	0	1	3	3	1	0	0	1	0	1	0	63.9084295163618	0	38.2711448745898	122.964266986602	60.8050622644842	31.6170595666366	0	0	40.9413628691379	0	46.5190067395295	0
NB5R2_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
NB5R3_HUMAN	28	31	34	32	69	34	35	32	29	30	22	26	894.718013229065	1117.18925240387	1301.21892573605	1311.61884785709	1398.51643208314	1074.98002526564	1433.78777947204	1349.23057069391	1187.299523205	1173.83986386388	1023.41814826965	943.739679074788
NBPF7_HUMAN	1	0	1	1	1	1	1	1	1	1	1	0	31.9542147581809	0	38.2711448745898	40.988088995534	20.2683540881614	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	39.1279954621294	46.5190067395295	0
NC2A_HUMAN	0	0	2	2	1	2	0	1	0	0	0	2	0	0	76.5422897491795	81.976177991068	20.2683540881614	63.2341191332732	0	42.1634553341846	0	0	0	72.5953599288299
NC2B_HUMAN	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	20.2683540881614	0	81.9307302555453	0	40.9413628691379	78.2559909242589	0	0
NCALD_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	31.9542147581809	0	0	0	0	0	0	0	0	0	0	0
NCBP1_HUMAN	2	0	1	1	1	3	0	0	1	0	0	0	63.9084295163618	0	38.2711448745898	40.988088995534	20.2683540881614	94.8511786999098	0	0	40.9413628691379	0	0	0
NCDN_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9653651277727	0	0	0	0	0
NCEH1_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	36.0383629807699	0	0	0	0	0	0	0	0	0	0
NCK1_HUMAN	1	1	0	2	3	1	0	0	0	0	0	2	31.9542147581809	36.0383629807699	0	81.976177991068	60.8050622644842	31.6170595666366	0	0	0	0	0	72.5953599288299
NCK2_HUMAN	2	0	0	1	3	2	1	0	0	0	1	0	63.9084295163618	0	0	40.988088995534	60.8050622644842	63.2341191332732	40.9653651277727	0	0	0	46.5190067395295	0
NCKP1_HUMAN	0	1	0	0	0	0	0	0	2	0	1	0	0	36.0383629807699	0	0	0	0	0	0	81.8827257382758	0	46.5190067395295	0
NCLN_HUMAN	3	5	3	3	10	6	4	4	6	2	1	0	95.8626442745427	180.19181490385	114.813434623769	122.964266986602	202.683540881614	189.70235739982	163.861460511091	168.653821336738	245.648177214827	78.2559909242589	46.5190067395295	0
